zip_code,market_id,relationship_type,mapping_rationale
99135,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99136,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99137,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99138,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99139,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99141,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99143,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99144,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99146,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99147,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99148,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99149,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99150,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99153,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99154,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99156,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99157,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99158,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99159,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99160,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99161,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99163,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99164,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99166,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99167,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99169,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99170,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99171,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99173,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99174,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99176,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99179,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99179,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99180,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99181,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99201,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99202,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99203,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99204,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99205,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99206,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99207,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99208,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99209,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99210,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99211,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99212,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99213,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99214,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99215,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99216,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99217,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99218,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99219,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99220,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99223,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99224,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99228,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99251,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99252,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99256,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99258,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99260,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99301,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99302,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99320,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99321,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99322,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99323,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99326,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99328,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99330,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99335,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99336,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99337,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99338,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99343,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99344,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99345,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99346,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99347,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99348,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99350,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99352,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99353,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99354,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99356,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
99357,WA-TRICITIES,primary,Mid-Columbia with Kadlec Trios within 15-25 min serving nuclear site economy separate from Spokane
